year,province,city,city_code,region,huhuanyong,gdp_100m,gdp_per_capita,pop_10k,urbanization_rate_pct,fai_100m,fai_imputed,house_price,V_real,K_real,Q_real,MUQ_real,fai_gdp_ratio,per_capita_area_m2
2016,江西省,上饶市,361100,中部,东南侧,1817.7664,26996.0,641.6156763590392,,1790.292,False,6983.5,16761.488882152215,9090.508281209197,1.8438450704455707,,0.9848856266679812,37.408
1990,广东省,东莞市,441900,东部,东南侧,64.61,4959.0,521.4294339622642,,6.695,False,,,19.12857142857143,,,0.1036217303822937,20.0
1991,广东省,东莞市,441900,东部,东南侧,74.84,5638.0,528.5479245283019,,12.3014,False,,,30.47354285714286,,,0.1643693212185996,20.0
1992,广东省,东莞市,441900,东部,东南侧,84.5408,8852.0,538.0787924528302,,13.6618,False,,,42.611665714285714,,,0.1616000794882471,20.0
1993,广东省,东莞市,441900,东部,东南侧,114.9478,12066.0,549.3892830188679,,21.6789,False,,,62.159982428571425,,,0.1885977809057676,20.0
1994,广东省,东莞市,441900,东部,东南侧,154.5383,15280.0,559.1969811320755,,24.0431,False,,,83.09508330714284,,,0.1555802024481957,20.0
1995,广东省,东莞市,441900,东部,东南侧,205.6273,18494.0,568.0950943396226,,38.429,False,,,117.3693291417857,,,0.186886663395376,20.0
1996,广东省,东莞市,441900,东部,东南侧,245.1106,21708.0,574.422641509434,,41.0192,False,,,152.52006268469643,,,0.1673497596595169,20.0
1997,广东省,东莞市,441900,东部,东南侧,294.7037,24921.0,581.817962264151,,65.9841,False,,,210.8781595504616,,,0.2238998017330627,20.0
1998,广东省,东莞市,441900,东部,东南侧,355.5119,28135.0,588.3432452830189,,76.9953,False,,,277.3295515729385,,,0.2165758727063707,20.0
1999,广东省,东莞市,441900,东部,东南侧,412.837,31349.0,596.4504150943396,,88.3201,False,,,351.7831739942916,,,0.2139345552845311,20.0
2000,广东省,东莞市,441900,东部,东南侧,489.7332,34563.0,603.5293584905661,,102.8924,False,,,437.086415294577,,,0.2100988864957491,20.0
2001,广东省,东莞市,441900,东部,东南侧,578.934,37777.0,608.591396226415,,125.4945,False,,,540.7265945298482,,,0.2167682326482811,21.088
2002,广东省,东莞市,441900,东部,东南侧,672.891,43401.0,617.6872452830189,,191.5741,False,,,705.2643648033556,,,0.2847030202514226,22.176
2003,广东省,东莞市,441900,东部,东南侧,947.9654,60158.0,628.6418113207548,,319.3889,False,,,989.3900465631878,,,0.3369204192473691,23.264
2004,广东省,东莞市,441900,东部,东南侧,1155.2982,71997.0,640.5455094339623,,433.8961,False,,,1373.8166442350282,,,0.375570653533434,24.352
2005,广东省,东莞市,441900,东部,东南侧,2181.6245,33263.0,654.940679245283,,597.2433,False,,,1902.3691120232766,,,0.273760814475635,25.439999999999998
2006,广东省,东莞市,441900,东部,东南侧,2626.5085,39468.0,665.6184150943396,,705.4511,False,,,2512.7017564221123,,,0.2685889270870435,26.528
2007,广东省,东莞市,441900,东部,东南侧,3151.9126,46027.0,677.2848301886792,,841.2074,False,,,3228.2740686010065,,,0.2668879206866332,27.616
2008,广东省,东莞市,441900,东部,东南侧,3702.5344,53285.0,691.561358490566,,944.3426,False,,,4011.202965170956,,,0.2550530253007237,28.704
2009,广东省,东莞市,441900,东部,东南侧,3763.9142,56601.0,706.8265660377358,,1094.0753,False,,,4904.718116912408,,,0.2906748777642168,29.791999999999998
2010,广东省,东莞市,441900,东部,东南侧,4246.4527,66351.0,718.8489056603775,,1114.9822,False,,,5774.464411066787,,,0.2625679075619987,30.88
2011,广东省,东莞市,441900,东部,东南侧,4735.3949,57470.0,730.8316981132076,,1079.7662,False,6472.0,15120.680983803171,6565.507390513448,2.303048353224179,,0.228020307239846,31.968
2012,广东省,东莞市,441900,东部,东南侧,5010.1727,58804.0,739.5320754716981,,1180.3493,False,6677.0,16322.575695891319,7417.581320987775,2.200525345061899,1.0182534204816722,0.2355905416194535,33.056
2013,广东省,东莞市,441900,东部,东南侧,5490.0207,60843.0,747.046037735849,,1383.9352,False,7550.0,19257.890633901887,8430.637454938387,2.284274556560519,2.1209916027936626,0.2520819639168209,34.144
2014,广东省,东莞市,441900,东部,东南侧,5881.3173,70605.0,756.9328301886793,,1427.1099,False,7862.0,20966.584025435775,9436.215482191468,2.221927219127736,1.197310306328818,0.2426514039635304,35.232
2015,广东省,东莞市,441900,东部,东南侧,6275.0737,75616.0,771.209358490566,,1446.518,False,8337.5,23353.607551939625,10410.922708081895,2.2431832611542157,1.6501858438704875,0.2305180893731973,36.32
2016,广东省,东莞市,441900,东部,东南侧,6827.6868,82682.0,794.8981132075472,,1557.458,False,11604.0,34505.13061733435,11447.8345726778,3.0141185565073325,7.160079479122212,0.2281091745450303,37.408
1990,山东省,东营市,370500,东部,东南侧,65.74,4227.0,173.5740909090909,,46.0906,False,,,222.9265716451443,,,0.7011043504715547,20.0
1991,山东省,东营市,370500,东部,东南侧,75.32,4775.0,175.33272727272728,,45.1229,False,,,256.90314306288707,,,0.5990825809877856,20.0
1992,山东省,东营市,370500,东部,东南侧,112.88,7199.0,177.48954545454544,,52.8083,False,,,296.8662859097427,,,0.4678268958185684,20.0
1993,山东省,东营市,370500,东部,东南侧,150.44,9623.0,178.5292424242424,,66.3723,False,,,348.39527161425553,,,0.441187848976336,20.0
1994,山东省,东营市,370500,东部,东南侧,188.0,12047.0,179.30348484848486,,81.0293,False,,,412.00480803354276,,,0.431006914893617,20.0
1995,山东省,东营市,370500,东部,东南侧,229.26,14471.0,181.51560606060605,,92.2542,False,,,483.65876763186554,,,0.4023998953153624,20.0
1996,山东省,东营市,370500,东部,东南侧,259.07,16895.0,183.35166666666663,,92.6532,False,,,552.1290292502722,,,0.3576377040954182,20.0
1997,山东省,东营市,370500,东部,东南侧,300.18,19319.0,184.7231818181818,,109.0785,False,,,633.6010777877585,,,0.3633769738157106,20.0
1998,山东省,东营市,370500,东部,东南侧,315.67,21743.0,187.1233333333333,,126.4442,False,,,728.3652238983706,,,0.4005581778439509,20.0
1999,山东省,东营市,370500,东部,东南侧,330.84,24167.0,188.7381818181818,,133.9633,False,,,825.910262703452,,,0.4049186918147746,20.0
2000,山东省,东营市,370500,东部,东南侧,465.11,26591.0,190.3972727272727,,197.439,False,,,982.0537495682793,,,0.42449958074434,20.0
2001,山东省,东营市,370500,东部,东南侧,501.52,29015.0,191.97893939393936,,210.7442,False,,,1143.6952620898653,,,0.4202109586855958,21.088
2002,山东省,东营市,370500,东部,东南侧,540.3,30966.0,193.99196969696968,,197.0017,False,,,1283.512198985372,,,0.3646153988524894,22.176
2003,山东省,东营市,370500,东部,东南侧,696.08,39528.0,195.56257575757576,,318.6032,False,,,1537.9397890361033,,,0.4577106079760947,23.264
2004,山东省,东营市,370500,东部,东南侧,892.53,50193.0,197.79681818181817,,440.5733,False,,,1901.6160995842981,,,0.4936229594523433,24.352
2005,山东省,东营市,370500,东部,东南侧,1166.14,64907.0,199.64393939393935,,605.728,False,,,2412.263294605083,,,0.5194299140754969,25.439999999999998
2006,山东省,东营市,370500,东部,东南侧,1450.31,74048.0,201.10393939393936,,609.861,False,,,2901.511129874829,,,0.4205038922713075,26.528
2007,山东省,东营市,370500,东部,东南侧,1664.8004,84081.0,202.50863636363636,,698.6035,False,,,3455.0390733810873,,,0.4196319871138906,27.616
2008,山东省,东营市,370500,东部,东南侧,2052.62,102741.0,203.48196969696968,,873.8064,False,,,4156.0935197120325,,,0.4257029552474399,28.704
2009,山东省,东营市,370500,东部,东南侧,2058.97,102370.0,204.1677272727273,,1095.5916,False,,,5043.880443726431,,,0.532106635842193,29.791999999999998
2010,山东省,东营市,370500,东部,东南侧,2359.94,116448.0,204.47742424242423,,1348.9774,False,,,6140.663821540109,,,0.5716151258082832,30.88
2011,山东省,东营市,370500,东部,东南侧,2676.35,130811.0,205.72727272727272,,1323.9485,False,,,7157.579130463104,,,0.494684364899957,31.968
2012,山东省,东营市,370500,东部,东南侧,3000.66,145395.0,205.1742424242424,,1962.9983,False,,,8762.698473939949,,,0.6541888451207402,33.056
2013,山东省,东营市,370500,东部,东南侧,3250.2,173807.0,206.83333333333331,,2332.132,False,,,10656.69555024295,,,0.7175349209279429,34.144
2014,山东省,东营市,370500,东部,东南侧,3430.49,163982.0,209.15606060606055,,2708.2022,False,,,12832.062972730802,,,0.7894505449658796,35.232
2015,山东省,东营市,370500,东部,东南侧,3450.64,163938.0,210.8372727272727,,3084.675,False,6159.0,4716.321842225454,15275.13482409426,0.30875811549539683,,0.8939428627732827,36.32
2016,山东省,东营市,370500,东部,东南侧,3479.6,164024.0,213.46969696969697,,2472.5471,False,6224.0,4970.159281648485,16983.925182889547,0.2926390235547947,0.102662327210281,0.7105837165191401,37.408
1990,宁夏回族自治区,中卫市,640500,西部,西北侧,,,,,,False,,,,,,,20.0
1991,宁夏回族自治区,中卫市,640500,西部,西北侧,,,,,,False,,,,,,,20.0
1992,宁夏回族自治区,中卫市,640500,西部,西北侧,,,,,,False,,,,,,,20.0
1993,宁夏回族自治区,中卫市,640500,西部,西北侧,,,,,,False,,,,,,,20.0
1994,宁夏回族自治区,中卫市,640500,西部,西北侧,,,,,,False,,,,,,,20.0
1995,宁夏回族自治区,中卫市,640500,西部,西北侧,,,,,,False,,,,,,,20.0
1996,宁夏回族自治区,中卫市,640500,西部,西北侧,,,,,,False,,,,,,,20.0
1997,宁夏回族自治区,中卫市,640500,西部,西北侧,,,,,,False,,,,,,,20.0
1998,宁夏回族自治区,中卫市,640500,西部,西北侧,,,,,,False,,,,,,,20.0
1999,宁夏回族自治区,中卫市,640500,西部,西北侧,,,,,,False,,,,,,,20.0
2000,宁夏回族自治区,中卫市,640500,西部,西北侧,,,,,,False,,,,,,,20.0
2001,宁夏回族自治区,中卫市,640500,西部,西北侧,,,,,,False,,,,,,,21.088
2002,宁夏回族自治区,中卫市,640500,西部,西北侧,,,,,,False,,,,,,,22.176
2003,宁夏回族自治区,中卫市,640500,西部,西北侧,,,,,,False,,,,,,,23.264
2004,宁夏回族自治区,中卫市,640500,西部,西北侧,50.5381,4961.0,89.68704918032788,,54.7129,False,,,344.99419769501884,,,1.0826069836420442,24.352
2005,宁夏回族自治区,中卫市,640500,西部,西北侧,65.8484,6423.0,90.19573770491805,,55.9378,False,,,383.68228781026784,,,0.8494936854957752,25.439999999999998
2006,宁夏回族自治区,中卫市,640500,西部,西北侧,75.005,7246.0,91.37975409836064,,64.7481,False,,,429.2462734197544,,,0.863250449970002,26.528
2007,宁夏回族自治区,中卫市,640500,西部,西北侧,89.6641,8800.0,93.00229508196722,,65.8453,False,,,473.6292597487667,,,0.7343552213204615,27.616
2008,宁夏回族自治区,中卫市,640500,西部,西北侧,119.1009,10498.0,100.1327049180328,,81.4854,False,,,531.4331967613283,,,0.6841711523590502,28.704
2009,宁夏回族自治区,中卫市,640500,西部,西北侧,142.9824,12617.0,102.3077868852459,,104.5044,False,,,609.3659369232619,,,0.7308899556868538,29.791999999999998
2010,宁夏回族自治区,中卫市,640500,西部,西北侧,173.1892,15596.0,103.59704918032789,,181.7056,False,,,760.6032400770988,,,1.0491739669679172,30.88
2011,宁夏回族自治区,中卫市,640500,西部,西北侧,221.5901,19624.0,104.54426229508196,,184.5119,False,,,907.0849780732437,,,0.8326721275002809,31.968
2012,宁夏回族自治区,中卫市,640500,西部,西北侧,250.5881,22779.0,105.24590163934424,,240.3411,False,,,1102.0718291695816,,,0.9591081938847056,33.056
2013,宁夏回族自治区,中卫市,640500,西部,西北侧,286.825,23705.0,106.56147540983606,,282.7233,False,,,1329.6915377111027,,,0.98569964263924,34.144
2014,宁夏回族自治区,中卫市,640500,西部,西北侧,297.5704,26354.0,107.17540983606555,,334.0251,False,,,1597.2320608255475,,,1.1225078166376763,35.232
2015,宁夏回族自治区,中卫市,640500,西部,西北侧,316.8907,27857.0,105.395,,307.6241,False,,,1824.99455778427,,,0.9707577407604578,36.32
2016,宁夏回族自治区,中卫市,640500,西部,西北侧,339.1289,29549.0,106.12295081967213,,362.2399,False,4426.0,1757.054434570492,2095.9847298950563,0.8382954367508517,,1.068148128926789,37.408
1990,广东省,中山市,442000,东部,东南侧,43.55,3829.0,266.4262303664921,,9.33,False,,,26.65714285714286,,,0.2142365097588978,20.0
1991,广东省,中山市,442000,东部,东南侧,52.67,4546.0,271.01858638743454,,12.81,False,,,38.13428571428572,,,0.2432124549079172,20.0
1992,广东省,中山市,442000,东部,东南侧,71.3792,6791.0,276.58507853403137,,30.26,False,,,66.48757142857143,,,0.4239330225051556,20.0
1993,广东省,中山市,442000,东部,东南侧,98.0331,9036.0,282.1979581151832,,58.49,False,,,121.65319285714286,,,0.5966352181049054,20.0
1994,广东省,中山市,442000,东部,东南侧,130.0242,11280.0,286.58157068062826,,67.65,False,,,183.2205332142857,,,0.5202877618166465,20.0
1995,广东省,中山市,442000,东部,东南侧,155.2142,13525.0,290.50130890052355,,61.5,False,,,235.5595065535714,,,0.3962266339033413,20.0
1996,广东省,中山市,442000,东部,东南侧,181.1476,15770.0,294.18910994764394,,56.81,False,,,280.5915312258928,,,0.313611662533757,20.0
1997,广东省,中山市,442000,东部,东南侧,220.9508,18015.0,297.714554973822,,59.8864,False,,,326.4483546645981,,,0.2710395255414328,20.0
1998,广东省,中山市,442000,东部,东南侧,249.0318,20260.0,301.70387434554976,,66.2417,False,,,376.36763693136817,,,0.2659969529995767,20.0
1999,广东省,中山市,442000,东部,东南侧,272.675,22504.0,306.1570680628272,,75.8024,False,,,433.35165508479975,,,0.277995415788026,20.0
2000,广东省,中山市,442000,东部,东南侧,312.8236,24749.0,310.2159685863874,,109.9453,False,,,521.6293723305597,,,0.3514610150896544,20.0
2001,广东省,中山市,442000,东部,东南侧,362.5016,26994.0,312.720890052356,,177.9923,False,,,673.5402037140317,,,0.4910110741580175,21.088
2002,广东省,中山市,442000,东部,东南侧,415.6701,30693.0,315.50413612565444,,218.9987,False,,,858.86189352833,,,0.5268569954875273,22.176
2003,广东省,中山市,442000,东部,东南侧,501.4043,36614.0,319.74858638743456,,262.0572,False,,,1077.9759988519136,,,0.5226464950539914,23.264
2004,广东省,中山市,442000,东部,东南侧,610.1413,44005.0,323.43638743455494,,291.2893,False,,,1315.3664989093177,,,0.4774128550222711,24.352
2005,广东省,中山市,442000,东部,东南侧,880.2018,36208.0,326.6139267015706,,320.9197,False,,,1570.5178739638516,,,0.3645978683524618,25.439999999999998
2006,广东省,中山市,442000,东部,东南侧,1036.3164,42058.0,329.95382198952876,,346.951,False,,,1838.942980265659,,,0.3347925401933232,26.528
2007,广东省,中山市,442000,东部,东南侧,1238.0456,49488.0,336.6568062827225,,399.2242,False,,,2146.220031252376,,,0.3224632436802004,27.616
2008,广东省,中山市,442000,东部,东南侧,1408.5194,56106.0,339.62560209424083,,445.0813,False,,,2483.990329689757,,,0.3159923107910335,28.704
2009,广东省,中山市,442000,东部,东南侧,1566.4106,62304.0,342.9423036649215,,545.6051,False,,,2905.3959132052687,,,0.3483155055258181,29.791999999999998
2010,广东省,中山市,442000,东部,东南侧,1850.6521,73348.0,346.0038743455497,,660.3747,False,,,3420.500817545005,,,0.3568335183041696,30.88
2011,广东省,中山市,442000,东部,东南侧,2193.1985,70014.0,349.5293193717277,,766.9539,False,5432.0,6069.582782606072,4016.4296766677544,1.5111886105875316,,0.3496965276968774,31.968
2012,广东省,中山市,442000,东部,东南侧,2441.0432,77527.0,352.544502617801,,893.4346,False,4845.0,5646.223017549738,4709.042792834367,1.1990171391394988,-0.4738564692438979,0.3660052390715576,33.056
2013,广东省,中山市,442000,东部,东南侧,2638.9329,67973.0,357.41518324607324,,962.928,False,5199.0,6344.643330310365,5436.518653192648,1.1670415821316849,0.7253089667769833,0.3648929459328049,34.144
2014,广东省,中山市,442000,东部,东南侧,2823.0069,88682.0,362.0539267015706,,903.657,False,6395.0,8157.387783179056,6068.349720533016,1.344251428947399,2.0060094182512733,0.3201044248244664,35.232
2015,广东省,中山市,442000,东部,东南侧,3010.0326,94030.0,368.0379057591623,,1055.4086,False,5901.0,7887.947388605654,6820.340834506364,1.1565327276164725,-0.255294863594443,0.3506302888546788,36.32
2016,广东省,中山市,442000,东部,东南侧,3202.778,99471.0,373.4188481675392,,1149.0146,False,8115.0,11335.723618931936,7628.338392781046,1.4860016736618964,3.000637442140667,0.3587556177793153,37.408
1990,山西省,临汾市,141000,中部,东南侧,,1309.0,54.093558139534885,,1.0265,False,,,2.932857142857143,,,,20.0
1991,山西省,临汾市,141000,中部,东南侧,,1348.0,55.016813953488374,,1.5041,False,,,4.2903142857142855,,,,20.0
1992,山西省,临汾市,141000,中部,东南侧,47.9225,1691.0,55.88467441860465,,1.7661,False,,,5.841898571428571,,,0.0368532526475037,20.0
1993,山西省,临汾市,141000,中部,东南侧,67.3375,2033.0,56.78023255813953,,2.8521,False,,,8.401903642857143,,,0.0423552997958047,20.0
1994,山西省,临汾市,141000,中部,东南侧,86.6408,2376.0,57.53730232558139,,4.1667,False,,,12.148508460714286,,,0.0480916612034976,20.0
1995,山西省,临汾市,141000,中部,东南侧,104.4978,2718.0,58.294372093023256,,4.0702,False,,,15.611283037678572,,,0.0389501022988043,20.0
1996,山西省,临汾市,141000,中部,东南侧,129.5984,3061.0,60.177813953488375,,3.9908,False,,,18.821518885794642,,,0.0307935900443215,20.0
1997,山西省,临汾市,141000,中部,东南侧,151.2385,3403.0,137.7313023255814,,13.196,False,,,31.076442941504908,,,0.0872529150976768,20.0
1998,山西省,临汾市,141000,中部,东南侧,168.3527,3746.0,215.2755581395349,,22.4012,False,,,51.92382079442966,,,0.1330611270267717,20.0
1999,山西省,临汾市,141000,中部,东南侧,158.4092,4089.0,292.8290465116279,,31.6064,False,,,80.93402975470818,,,0.199523765033849,20.0
2000,山西省,临汾市,141000,中部,东南侧,171.1008,4431.0,370.3733023255814,,40.8116,False,,,117.69892826697276,,,0.2385237240270063,20.0
