pref_code,prefecture_jp,prefecture_en,region,year,gdp_nominal_myen,gfcf_nominal_myen,population,gfcf_private_housing_myen,gfcf_private_equip_myen,gdp_per_capita_myen,gdp_growth_nominal,delta_gdp_myen,gfcf_gdp_ratio,pop_growth,muq,muq_ma3,ln_gdp,ln_pop,ln_gdp_pc,sna_basis
01,北海道,Hokkaido,北海道,1968,2326812.0,764275.0,,,,,0.12704471972971998,262287.0,0.32846443975705814,,0.34318406332799056,0.396936518147855,14.66000964830302,,,68SNA_S30
01,北海道,Hokkaido,北海道,1969,2604164.0,877888.0,,,,,0.11919828503549068,277352.0,0.3371093371999613,,0.31593096158052053,0.3482870471263672,14.77262226035816,,,68SNA_S30
01,北海道,Hokkaido,北海道,1970,3008581.0,1048402.0,,,,,0.15529628702339782,404417.0,0.34847059128539337,,0.3857461164705905,0.3118994231789521,14.916979096996245,,,68SNA_S30
01,北海道,Hokkaido,北海道,1971,3289453.0,1200199.0,,,,,0.09335696795266601,280872.0,0.3648627902572251,,0.23402119148574527,0.36710865786113883,15.00623184752042,,,68SNA_S30
01,北海道,Hokkaido,北海道,1972,3991697.0,1458273.0,,,,,0.21348351838436352,702244.0,0.3653265766414635,,0.4815586656270808,0.4237544852727592,15.199727011729196,,,68SNA_S30
01,北海道,Hokkaido,北海道,1973,5139337.0,2065276.0,,,,,0.2875067922239589,1147640.0,0.40185650405879203,,0.5556835987054515,0.47750062765904594,15.45243464078479,,,68SNA_S30
01,北海道,Hokkaido,北海道,1974,6011373.0,2206236.0,,,,,0.1696786959096086,872036.0,0.3670103319158535,,0.39525961864460557,0.36577466361111255,15.609163732999109,,,68SNA_S30
01,北海道,Hokkaido,北海道,1975,6369761.0,2448327.0,5338206.0,,,1.1932400135925816,0.05961832679489354,358388.0,0.38436716856409525,,0.14638077348328063,0.2908181286158377,15.667072507221233,15.490400199434655,0.17667230778657814,68SNA_S50
01,北海道,Hokkaido,北海道,1976,7225507.0,2586789.0,5394846.0,,,1.3393351728668437,0.13434507197365808,855746.0,0.35800795708868594,0.010610306159035465,0.33081399371962694,0.26166005738333314,15.79312796251114,15.50095461131793,0.2921733511932097,68SNA_S50
01,北海道,Hokkaido,北海道,1977,8155528.0,3021654.0,5443219.0,,,1.4982913603145491,0.12871359753716938,930021.0,0.3705037858983502,0.008966521009126094,0.3077854049470919,0.2802672652738642,15.914206537496222,15.509881171771356,0.40432536572486666,68SNA_S50
01,北海道,Hokkaido,北海道,1978,8860483.0,3486383.0,5489946.0,,,1.613947204580883,0.08643891603339471,704955.0,0.393475502407713,0.008584442404393489,0.2022023971548737,0.2342562943693948,15.997111835768079,15.518428977371766,0.47868285839631397,68SNA_S50
01,北海道,Hokkaido,北海道,1979,9633026.0,4007359.0,5535100.0,,,1.740352658488555,0.08718971640710782,772543.0,0.41600209529175985,0.008224853213492533,0.1927810810062188,0.20939317544254377,16.08070796079145,15.526620190809005,0.554087769982443,68SNA_S50
01,北海道,Hokkaido,北海道,1980,10613246.0,4203416.0,5575989.0,,,1.9033835970623327,0.10175618751574023,980220.0,0.3960537614976606,0.007387219743093976,0.23319604816653883,0.1796071359714783,16.177613401595274,15.533980258680236,0.6436331429150397,68SNA_S50
01,北海道,Hokkaido,北海道,1981,11100845.0,4320990.0,5605351.0,,,1.980401405728205,0.045942494878569606,487599.0,0.3892487463792171,0.005265792310565898,0.11284427874167725,0.15929960582766003,16.22253178951124,15.539232235186022,0.6832995543252209,68SNA_S50
01,北海道,Hokkaido,北海道,1982,11671047.0,4324348.0,5630032.0,,,2.0729983417501003,0.05136563928241489,570202.0,0.3705192858875472,0.004403114095798744,0.1318584905747641,0.09192404136949756,16.27262171746204,15.54362568393631,0.72899603352573,68SNA_S50
01,北海道,Hokkaido,北海道,1983,11795633.0,4009932.0,5655802.0,,,2.0855809662360882,0.010674792073067652,124586.0,0.3399505562779039,0.004577238637364811,0.031069354792051338,0.10330948233767395,16.28323993619187,15.548192478873649,0.7350474573182223,68SNA_S50
