sim,rho_pooled,within_all_negative,paradox,a2_met,shift_strength,mean_gap,mean_abs_beta
266,-0.47429429699455383,True,False,False,2.4775164637628566,0.012927336011501185,0.07143055902119931
267,-0.19911705642588742,True,False,False,2.0411430396073627,0.008852446810271539,0.08325652472350706
268,-0.0400007894979683,True,False,False,0.9913629822055776,0.019023374911011016,0.07693481458518511
269,-0.21060400283561306,True,False,False,1.3933015759923204,0.01691265615422217,0.09202326268508557
270,0.16182677273753768,True,True,False,2.5187724835190703,0.02163958226042639,0.07710632669924689
271,0.18781612642288087,True,True,False,0.5969158009437893,0.01715527057648222,0.08980802416268202
272,-0.2490661460156431,True,False,False,1.6187454046656602,0.01432425045470908,0.08657907583730642
273,-0.596667973929293,True,False,False,1.6719343748501412,0.013061726372836016,0.08007217625985548
274,0.1036326562604644,True,True,False,2.767161869965226,0.023610787286435026,0.07288737981011452
275,0.20678366847764432,True,True,False,0.8684015790115178,0.02118992415470648,0.06252140394675587
276,0.41262595143444913,True,True,False,0.8022341625331535,0.019616823000010275,0.0658029147593597
277,-0.12064886853072435,False,False,False,2.546135582399459,0.011857374452141486,0.055349980508784716
278,-0.19438786631633093,True,False,False,2.9222153176866197,0.010128217227612498,0.08670527607582872
279,-0.04652999633445133,True,False,False,1.5366238684430387,0.02393053131525126,0.1155001191700342
280,0.010652330076894595,True,True,False,0.9309498125593819,0.021309924267581232,0.11349117789661586
281,-0.39003224581414314,True,False,False,1.4637165976778264,0.02030784763684867,0.08075172370606945
282,-0.13945549636198248,True,False,False,2.457845027753347,0.01271760565202725,0.06018887965543952
283,-0.43457504686144355,True,False,False,1.5265447305305986,0.020690837801466168,0.11379725442287453
284,0.02457699246379062,False,False,False,0.6185998079496031,0.02190956408120885,0.04655478817582699
285,-0.2476486121972774,True,False,False,0.5849009659152866,0.021533865224195065,0.07486732675121846
286,-0.4318803499692405,True,False,False,1.0958043333986782,0.01605942146598546,0.08776786975329781
287,0.08637456566324764,False,False,False,2.152010185131663,0.009297254761945149,0.07862786748884143
288,-0.3156776999358003,True,False,False,1.745661096748558,0.007542603034943207,0.08333048281886114
289,-0.007752967860403618,True,False,False,0.6617735281358468,0.021467944616146564,0.10789637667409838
290,-0.036180348432570474,True,False,False,1.5560774799192238,0.022509786640669275,0.09022186634176932
291,0.3079473784634387,True,True,False,1.1606889554551811,0.01570068015771234,0.07118377855264067
292,0.12025413878160753,True,True,False,1.3036163122821454,0.017319327406242552,0.09322526370320111
293,0.3065479446030538,True,True,False,1.6121224895378363,0.021890130806353963,0.09120670688356468
294,0.05974905687770239,True,True,False,2.9595733870838856,0.019025213638764662,0.10584795817435347
295,0.055633456955043695,True,True,False,0.610435188983,0.024426432741721415,0.0830402940469587
296,0.12692284646234098,True,True,False,2.6240717965543494,0.019132893134831883,0.08448484499270913
297,-0.21711240002634394,True,False,False,2.2674678870377454,0.021589703560029205,0.08627408591090824
298,-0.196339645483077,True,False,False,2.2213164033726174,0.013256786393586224,0.08071558824470051
299,0.05139536600788499,True,True,False,1.8986479057728904,0.02042577737455414,0.08037896745710571
300,-0.5731429768605417,False,False,False,2.54986907314523,0.01633202897023329,0.10061360235374105
301,-0.569212394537288,True,False,False,1.50334548336241,0.014220937835833267,0.07949716864025658
302,-0.32771985196539416,True,False,False,1.5047204683817728,0.017396435121709797,0.10183123529297253
303,-0.2650851169436988,False,False,False,2.9231466959452894,0.01620433905701157,0.05631282005340485
304,-0.2540328711351859,True,False,False,1.274110536589245,0.019077830335564563,0.0756774327673962
305,0.21650651847716562,True,True,False,1.6673086864564561,0.017856746481037775,0.07922565726955408
306,-0.4772433400534334,True,False,False,0.7392400134163991,0.01593858676521367,0.12675890319109512
307,-0.08803259173711604,True,False,False,1.6361278899946887,0.018124397216321936,0.08990293433663478
308,-0.07202298867760991,True,False,False,1.3143461458385453,0.016658059331106867,0.08281049617274591
